Customer ID,Count,Country,State,City,Zip Code,Latitude,Longitude
3793-MMFUH,1,United States,California,Davis,95618,38.544002,-121.685559
6567-HOOPW,1,United States,California,Folsom,95630,38.672638,-121.147403
8621-MNIHH,1,United States,California,Madison,95653,38.674276,-121.961866
5419-CONWX,1,United States,California,Pleasant Grove,95668,38.833554,-121.498102
7024-OHCCK,1,United States,California,Sheridan,95681,38.984756,-121.345074
5357-TZHPP,1,United States,California,Wheatland,95692,39.043387,-121.409837
0506-LVNGN,1,United States,California,Rancho Cordova,95742,38.591134,-121.161585
9809-IMGCQ,1,United States,California,Canyon Dam,95923,40.171312,-121.120605
3254-YRILK,1,United States,California,Dobbins,95935,39.381174,-121.21191
0529-ONKER,1,United States,California,Forest Ranch,95942,40.077028,-121.494168
5240-IJOQT,1,United States,California,Grass Valley,95949,39.099204,-121.137962
0661-XEYAN,1,United States,California,Nevada City,95959,39.333737,-120.858667
2660-EMUBI,1,United States,California,Escondido,92027,33.141265,-116.967221
7675-OZCZG,1,United States,California,Fallbrook,92028,33.362575,-117.299644
9391-EOYLI,1,United States,California,Lewiston,96052,40.704293,-122.803899
2761-OCIAX,1,United States,California,Palo Cedro,96073,40.582399,-122.195512
3068-OMWZA,1,United States,California,Round Mountain,96084,40.923558,-122.059933
4154-AQUGT,1,United States,California,San Diego,92130,32.957195,-117.202542
8017-LXHFA,1,United States,California,San Diego,92130,32.957195,-117.202542
4248-QPAVC,1,United States,California,San Diego,92130,32.957195,-117.202542
4690-LLKUA,1,United States,California,San Diego,92130,32.957195,-117.202542
9490-DFPMD,1,United States,California,San Diego,92130,32.957195,-117.202542
8580-AECUZ,1,United States,California,San Diego,92130,32.957195,-117.202542
5047-LHVLY,1,United States,California,San Diego,92121,32.898613,-117.202937
8375-DKEBR,1,United States,California,Hermosa Beach,90254,33.86532,-118.396336
7279-BUYWN,1,United States,California,Buena Park,90620,33.845706,-118.012204
7156-MHUGY,1,United States,California,Buena Park,90621,33.874224,-117.993368
9606-PBKBQ,1,United States,California,Long Beach,90813,33.781086,-118.199049
3536-IQCTX,1,United States,California,South Pasadena,91030,34.110444,-118.156957
3132-TVFDZ,1,United States,California,Glendale,91202,34.167926,-118.267539
8080-DDEMJ,1,United States,California,Glendale,91204,34.136306,-118.26036
6702-OHFWR,1,United States,California,Reseda,91335,34.200175,-118.540958
4510-PYUSH,1,United States,California,Sylmar,91342,34.321621,-118.399841
8840-DQLGN,1,United States,California,Burbank,91502,34.177267,-118.31003
4193-ORFCL,1,United States,California,North Hollywood,91606,34.187599,-118.387125
7776-QWNFX,1,United States,California,Chino,91710,33.990646,-117.663025
6689-TCZHQ,1,United States,California,Claremont,91711,34.127621,-117.717863
9497-QCMMS,1,United States,California,San Diego,92117,32.825086,-117.199424
3424-NMNBO,1,United States,California,San Diego,92117,32.825086,-117.199424
4514-GFCFI,1,United States,California,San Diego,92117,32.825086,-117.199424
8000-REIQB,1,United States,California,San Diego,92117,32.825086,-117.199424
4795-KTRTH,1,United States,California,San Diego,92122,32.85723,-117.209774
9961-JBNMK,1,United States,California,Desert Center,92239,33.889605,-115.257009
6179-GJPSO,1,United States,California,Escondido,92027,33.141265,-116.967221
8290-YWKHZ,1,United States,California,Fallbrook,92028,33.362575,-117.299644
8051-HJRLT,1,United States,California,Wrightwood,92397,34.358321,-117.618263
4021-RQSNY,1,United States,California,Moreno Valley,92555,33.907361,-117.109972
9061-TIHDA,1,United States,California,Murrieta,92563,33.581045,-117.14719
8699-ASUFO,1,United States,California,Nuevo,92567,33.82769,-117.102244
4695-WJZUE,1,United States,California,Irvine,92606,33.703976,-117.824172
3988-RQIXO,1,United States,California,Corona Del Mar,92625,33.600987,-117.862734
5931-FLJJF,1,United States,California,Midway City,92655,33.744439,-117.98588
3207-OYBWH,1,United States,California,Newport Beach,92661,33.601309,-117.902304
7216-EWTRS,1,United States,California,Newport Beach,92663,33.62251,-117.927024
2528-HFYZX,1,United States,California,Santa Ana,92706,33.765893,-117.881533
4140-MUHUG,1,United States,California,Oak View,93022,34.404544,-119.302118
1587-FKLZB,1,United States,California,Santa Barbara,93101,34.419203,-119.710008
5440-FLBQG,1,United States,California,Santa Barbara,93110,34.437945,-119.77191
2774-LVQUS,1,United States,California,Temecula,92592,33.507255,-117.029473
4612-THJBS,1,United States,California,Terra Bella,93270,35.939068,-119.043666
4094-NSEDU,1,United States,California,Temecula,92592,33.507255,-117.029473
1846-XWOQN,1,United States,California,Bradley,93426,35.842889,-121.004862
3757-NJYBX,1,United States,California,Nipomo,93444,35.050345,-120.489599
9898-KZQDZ,1,United States,California,Lee Vining,93541,37.890145,-119.184087
8263-JQAIK,1,United States,California,Palmdale,93591,34.598221,-117.79593
2205-YMZZJ,1,United States,California,Clovis,93612,36.814539,-119.711868
1254-IZEYF,1,United States,California,Cutler,93615,36.497895,-119.285484
9221-OTIVJ,1,United States,California,Dunlap,93621,36.789213,-119.140338
5908-QMGOE,1,United States,California,Fowler,93625,36.625792,-119.672483
0397-GZBBC,1,United States,California,South Dos Palos,93665,36.959731,-120.653519
7641-EUYET,1,United States,California,Tranquillity,93668,36.635661,-120.288644
8922-LIEGH,1,United States,California,Jolon,93928,35.930782,-121.189757
8245-UMPYT,1,United States,California,Lockwood,93932,35.989792,-121.055933
5186-SAMNZ,1,United States,California,Marina,93933,36.689582,-121.758398
5373-SFODM,1,United States,California,San Lucas,93954,36.125529,-120.864443
0022-TCJCI,1,United States,California,Daly City,94015,37.680844,-122.48131
5130-IEKQT,1,United States,California,San Francisco,94109,37.794487,-122.42227
3269-ATYWD,1,United States,California,San Francisco,94123,37.800254,-122.436975
0354-WYROK,1,United States,California,San Francisco,94130,37.820894,-122.369725
7576-OYWBN,1,United States,California,San Mateo,94402,37.556634,-122.317723
5539-TMZLF,1,United States,California,Concord,94520,38.013825,-122.039144
3336-JORSO,1,United States,California,Hayward,94542,37.656695,-122.048361
6861-XWTWQ,1,United States,California,Napa,94559,38.232389,-122.324944
4283-FUTGF,1,United States,California,El Sobrante,94803,37.963995,-122.288296
2397-BRLOM,1,United States,California,San Rafael,94901,37.972662,-122.491452
8510-AWCXC,1,United States,California,Novato,94945,38.135897,-122.563683
8225-BTJAU,1,United States,California,Stinson Beach,94970,37.921137,-122.657562
1724-BQUHA,1,United States,California,Los Gatos,95032,37.233034,-121.947427
4826-XTSOH,1,United States,California,Moss Landing,95039,36.863303,-121.781632
2408-WITXK,1,United States,California,San Jose,95110,37.34667,-121.910019
2634-HCZGT,1,United States,California,San Jose,95126,37.327069,-121.916819
7503-QQRVF,1,United States,California,San Jose,95127,37.375156,-121.795867
0709-TVGUR,1,United States,California,Stockton,95207,38.002125,-121.324979
3001-CBHLQ,1,United States,California,Angels Camp,95222,38.071327,-120.632221
4102-OQUPX,1,United States,California,Sheep Ranch,95250,38.244806,-120.417301
3999-QGRJH,1,United States,California,Ballico,95303,37.4695,-120.672724
2454-RPBRZ,1,United States,California,Catheys Valley,95306,37.394411,-120.127262
2265-CYWIV,1,United States,California,Hickman,95323,37.605926,-120.69955
4550-VBOFE,1,United States,California,Soulsbyville,95372,37.990574,-120.261821
7409-KIUTL,1,United States,California,Escondido,92027,33.141265,-116.967221
1732-VHUBQ,1,United States,California,Escondido,92027,33.141265,-116.967221
0679-IDSTG,1,United States,California,Branscomb,95417,39.710591,-123.682799
8802-UNOJF,1,United States,California,Philo,95466,39.094102,-123.500853
6313-GIDIT,1,United States,California,Point Arena,95468,38.911299,-123.609588
2845-AFFTX,1,United States,California,Westport,95488,39.724433,-123.767578
2815-CPTUL,1,United States,California,Gasquet,95543,41.867908,-123.794144
1891-FZYSA,1,United States,California,Piercy,95587,39.955587,-123.681175
9685-WKZGT,1,United States,California,Carmichael,95608,38.626128,-121.328011
6022-UGGSO,1,United States,California,Citrus Heights,95610,38.69508,-121.271616
3923-CSIHK,1,United States,California,Herald,95638,38.313447,-121.123886
3677-IYRBF,1,United States,California,Newcastle,95658,38.883224,-121.15918
8118-LSUEL,1,United States,California,Roseville,95678,38.759751,-121.288545
5277-ZLOOR,1,United States,California,Applegate,95703,38.983388,-120.988814
4248-HCETZ,1,United States,California,Sacramento,95814,38.584505,-121.491956
9174-FKWZE,1,United States,California,Sacramento,95819,38.567594,-121.437507
5307-DZCVC,1,United States,California,Sacramento,95835,38.685069,-121.543709
8679-JOEVF,1,United States,California,Sacramento,95838,38.646096,-121.442433
4803-AXVYP,1,United States,California,Butte City,95920,39.449794,-121.936372
5649-ANRML,1,United States,California,Clipper Mills,95930,39.562239,-121.14836
7395-IGJOS,1,United States,California,Quincy,95971,39.971228,-121.041166
7890-VYYWG,1,United States,California,Sutter,95982,39.172777,-121.805845
9907-SWKKF,1,United States,California,Twain,95984,40.022184,-121.062384
6397-JNZZG,1,United States,California,Adin,96006,41.171578,-120.913161
7779-LGOVN,1,United States,California,Paskenta,96074,39.884395,-122.587513
9710-ZUSHQ,1,United States,California,Red Bluff,96080,40.186772,-122.388361
3902-FOIGH,1,United States,California,Doyle,96109,40.012675,-120.101857
3318-OSATS,1,United States,California,Sierra City,96125,39.600599,-120.636358
2636-ALXXZ,1,United States,California,Tahoe Vista,96148,39.24124,-120.054765
9885-CSMWE,1,United States,California,Los Angeles,90007,34.027337,-118.28515
8058-JMEQO,1,United States,California,San Diego,92121,32.898613,-117.202937
7657-DYEPJ,1,United States,California,Los Angeles,90024,34.066303,-118.435479
8276-MQBYC,1,United States,California,Los Angeles,90028,34.099869,-118.326843
6015-VVHHE,1,United States,California,Los Angeles,90039,34.110845,-118.259595
2516-VQRRV,1,United States,California,Culver City,90230,33.993991,-118.39704
7580-UGXNC,1,United States,California,Culver City,90232,34.019323,-118.391902
5178-LMXOP,1,United States,California,Gardena,90248,33.876482,-118.284077
7056-IMHCC,1,United States,California,Torrance,90501,33.833699,-118.314387
8749-JMNKX,1,United States,California,Montebello,90640,34.015217,-118.109962
0917-EZOLA,1,United States,California,Lakewood,90713,33.847755,-118.112532
8414-MYSHR,1,United States,California,Arcadia,91007,34.128284,-118.047732
4988-IQIGL,1,United States,California,Canoga Park,91304,34.224377,-118.632656
4706-AXVKM,1,United States,California,Stevenson Ranch,91381,34.364153,-118.615583
5889-JTMUL,1,United States,California,Castaic,91384,34.506627,-118.699048
9026-RNUJS,1,United States,California,Van Nuys,91401,34.178483,-118.431791
1624-NALOJ,1,United States,California,North Hollywood,91605,34.207295,-118.400022
6210-KBBPI,1,United States,California,West Covina,91790,34.066964,-117.937007
2260-USTRB,1,United States,California,Campo,91906,32.673483,-116.472863
8623-TMRBY,1,United States,California,Chula Vista,91915,32.605012,-116.97595
6900-PXRMS,1,United States,California,Spring Valley,91978,32.730264,-116.950963
3346-BRMIS,1,United States,California,Bonsall,92003,33.290907,-117.202895
2722-JMONI,1,United States,California,Escondido,92029,33.079834,-117.134275
7579-OOPEC,1,United States,California,Pala,92059,33.384345,-117.072619
1771-OADNZ,1,United States,California,Pauma Valley,92061,33.313828,-116.940501
0612-RTZZA,1,United States,California,Vista,92084,33.22784,-117.200024
4433-JCGCG,1,United States,California,San Diego,92129,32.961064,-117.134917
9488-HGMJH,1,United States,California,Indian Wells,92210,33.537646,-116.291089
4818-QIUFN,1,United States,California,Desert Hot Springs,92241,33.832799,-116.250973
6961-VCPMC,1,United States,California,North Palm Springs,92258,33.906496,-116.569499
4424-TKOPW,1,United States,California,Crestline,92325,34.248061,-117.29028
4201-JMNGR,1,United States,California,Lucerne Valley,92356,34.508417,-116.856103
1866-RZZQS,1,United States,California,Redlands,92373,34.003243,-117.138286
8631-NBHFZ,1,United States,California,Running Springs,92382,34.186211,-117.07683
4958-XCBDQ,1,United States,California,Victorville,92394,34.567058,-117.362329
8337-UPOAQ,1,United States,California,Wrightwood,92397,34.358321,-117.618263
6712-OAWRH,1,United States,California,San Bernardino,92408,34.084909,-117.258107
5914-DVBWJ,1,United States,California,Riverside,92508,33.885499,-117.324959
8644-XLFBW,1,United States,California,Lake Elsinore,92532,33.705836,-117.318204
1833-VGRUM,1,United States,California,Perris,92570,33.787298,-117.320676
8374-XGEJJ,1,United States,California,Temecula,92590,33.475493,-117.219551
6946-LMSQS,1,United States,California,Temecula,92592,33.507255,-117.029473
4039-HEUNW,1,United States,California,Irvine,92620,33.716136,-117.752574
0812-WUPTB,1,United States,California,Corona Del Mar,92625,33.600987,-117.862734
2403-BCASL,1,United States,California,Santa Ana,92705,33.766004,-117.786763
3871-IKPYH,1,United States,California,Camarillo,93010,34.227846,-119.079903
1304-NECVQ,1,United States,California,Somis,93066,34.297628,-119.014627
5655-JSMZM,1,United States,California,Coalinga,93210,36.186867,-120.387793
4505-EXZHB,1,United States,California,Ducor,93218,35.846067,-119.004073
8972-HJWNV,1,United States,California,Huron,93234,36.217864,-120.080117
2860-RANUS,1,United States,California,Mc Kittrick,93251,35.38381,-119.730885
0406-BPDVR,1,United States,California,Visalia,93277,36.303793,-119.375646
5276-KQWHG,1,United States,California,Woody,93287,35.710244,-118.881679
9667-EQRXU,1,United States,California,Boron,93516,34.95703,-117.73045
0946-CLJTI,1,United States,California,Palmdale,93551,34.613476,-118.256358
0324-BRPCJ,1,United States,California,Palmdale,93591,34.598221,-117.79593
9189-JWSHV,1,United States,California,Helm,93627,36.520537,-120.118055
0576-WNXXC,1,United States,California,Parlier,93648,36.622237,-119.521126
5482-PLVPE,1,United States,California,Daly City,94014,37.691561,-122.445202
4902-OHLSK,1,United States,California,Half Moon Bay,94019,37.45567,-122.407992
0495-ZBNGW,1,United States,California,Loma Mar,94021,37.266388,-122.26308
2357-COQEK,1,United States,California,Atherton,94027,37.454924,-122.203168
2034-CGRHZ,1,United States,California,San Francisco,94104,37.791222,-122.402241
9360-AHGNL,1,United States,California,Concord,94519,37.990118,-122.012188
5485-WUYWF,1,United States,California,Crockett,94525,38.049292,-122.228415
2632-UCGVD,1,United States,California,Fairfield,94533,38.287136,-122.02711
6425-YQLLO,1,United States,California,Pinole,94564,37.996462,-122.293716
2091-RFFBA,1,United States,California,Port Costa,94569,38.035707,-122.196821
6899-PPEEA,1,United States,California,Vallejo,94590,38.104705,-122.247387
4597-NUCQV,1,United States,California,Oakland,94601,37.776523,-122.219268
3754-DXMRT,1,United States,California,San Pablo,94806,37.980269,-122.342635
7130-VTEWQ,1,United States,California,San Rafael,94903,38.018065,-122.546024
7903-CMPEY,1,United States,California,Corte Madera,94925,37.924014,-122.511694
1704-NRWYE,1,United States,California,Point Reyes Station,94956,38.060264,-122.830646
7481-ATQQS,1,United States,California,Boulder Creek,95006,37.171727,-122.142961
0023-HGHWL,1,United States,California,Morgan Hill,95037,37.161544,-121.649371
1792-UXAFY,1,United States,California,San Jose,95110,37.34667,-121.910019
6161-UUUTA,1,United States,California,Stockton,95206,37.902422,-121.440029
6543-XRMYR,1,United States,California,Stockton,95209,38.044523,-121.348048
2479-BRAMR,1,United States,California,Murphys,95247,38.147852,-120.440124
3714-JTVOV,1,United States,California,Crows Landing,95313,37.435664,-121.049056
8580-QVLOC,1,United States,California,Merced,95348,37.40122,-120.514191
2012-NWRPA,1,United States,California,Modesto,95355,37.672906,-120.946594
8808-ELEHO,1,United States,California,Modesto,95356,37.716186,-121.025836
9058-CBREO,1,United States,California,Winton,95388,37.421299,-120.599587
8063-GBATB,1,United States,California,Cobb,95426,38.838088,-122.73203
1069-XAIEM,1,United States,California,Mendocino,95460,39.305545,-123.743697
6987-XQSJT,1,United States,California,Blue Lake,95525,40.94338,-123.831799
0722-TROQR,1,United States,California,Davis,95616,38.508735,-121.678813
6402-ZFPPI,1,United States,California,Fair Oaks,95628,38.652065,-121.25441
9965-YOKZB,1,United States,California,Grizzly Flats,95636,38.636102,-120.522149
0504-HHAPI,1,United States,California,Guinda,95637,38.830739,-122.196202
3791-LGQCY,1,United States,California,Loomis,95650,38.809175,-121.171375
8166-ZZTFS,1,United States,California,Roseville,95661,38.736685,-121.251984
2956-GGUCQ,1,United States,California,Pioneer,95666,38.546999,-120.271114
2778-OCLGR,1,United States,California,Soda Springs,95728,39.279068,-120.414275
7067-KSAZT,1,United States,California,Chico,95928,39.681488,-121.83721
9300-AGZNL,1,United States,California,Elk Creek,95939,39.53222,-122.594879
1112-CUNAO,1,United States,California,Grimes,95950,39.033058,-121.895718
3389-YGYAI,1,United States,California,Princeton,95970,39.424957,-122.039307
3070-DVEYC,1,United States,California,Williams,95987,39.117537,-122.284654
5707-ORNDZ,1,United States,California,Yuba City,95993,39.075694,-121.70606
8696-JKZNU,1,United States,California,Anderson,96007,40.448632,-122.306657
2055-PDADH,1,United States,California,Big Bend,96011,41.096569,-121.879082
2302-ANTDP,1,United States,California,Hat Creek,96040,40.789799,-121.474529
5233-GEEAX,1,United States,California,Lewiston,96052,40.704293,-122.803899
7137-RYLPP,1,United States,California,Paskenta,96074,39.884395,-122.587513
3957-LXOLK,1,United States,California,Shingletown,96088,40.497441,-121.827524
5281-BUZGT,1,United States,California,Weaverville,96093,40.759401,-122.939337
2718-GAXQD,1,United States,California,Fallbrook,92028,33.362575,-117.299644
3217-FZDMN,1,United States,California,Los Angeles,90001,33.973616,-118.24902
7480-QNVZJ,1,United States,California,Los Angeles,90005,34.059281,-118.30742
7124-UGSUR,1,United States,California,Los Angeles,90028,34.099869,-118.326843
1862-SKORY,1,United States,California,Los Angeles,90029,34.089953,-118.294824
4816-JBHOV,1,United States,California,Los Angeles,90044,33.952714,-118.292061
3247-ZVOUO,1,United States,California,Downey,90240,33.956228,-118.120993
1268-ASBGA,1,United States,California,Huntington Park,90255,33.97803,-118.217141
4713-LZDRV,1,United States,California,Malibu,90263,34.037037,-118.705803
4325-NFSKC,1,United States,California,Pacific Palisades,90272,34.079449,-118.548306
6502-HCJTI,1,United States,California,Lakewood,90712,33.840524,-118.148403
8258-GSTJK,1,United States,California,San Pedro,90732,33.744119,-118.31448
2995-UPRYS,1,United States,California,Long Beach,90802,33.752524,-118.210737
6686-YPGHK,1,United States,California,Long Beach,90808,33.823943,-118.111335
8020-BWHYL,1,United States,California,Montrose,91020,34.2112,-118.230625
6892-XPFPU,1,United States,California,Pasadena,91107,34.159007,-118.087353
8010-EZLOU,1,United States,California,San Marino,91108,34.122671,-118.112911
8062-YBDOE,1,United States,California,Canyon Country,91351,34.422519,-118.420717
3672-YITQD,1,United States,California,Castaic,91384,34.506627,-118.699048
8988-ECPJR,1,United States,California,Van Nuys,91411,34.17847,-118.459472
3776-EKTKM,1,United States,California,Burbank,91501,34.188339,-118.300942
0643-OKLRP,1,United States,California,Azusa,91702,34.174493,-117.87068
9381-NDKME,1,United States,California,El Monte,91731,34.079934,-118.046695
8327-LZKAS,1,United States,California,Pomona,91767,34.083086,-117.737997
1075-BGWOH,1,United States,California,Rosemead,91770,34.065108,-118.082791
8485-GJCDN,1,United States,California,San Diego,92109,32.787836,-117.232376
6029-WTIPC,1,United States,California,San Diego,92109,32.787836,-117.232376
3317-HRTNN,1,United States,California,San Diego,92109,32.787836,-117.232376
5569-OUICF,1,United States,California,San Diego,92109,32.787836,-117.232376
5747-PMBSQ,1,United States,California,San Diego,92126,32.886925,-117.152162
2982-IHMFT,1,United States,California,San Diego,92126,32.886925,-117.152162
5143-EGQFK,1,United States,California,San Diego,92126,32.886925,-117.152162
6168-WFVVF,1,United States,California,San Diego,92126,32.886925,-117.152162
7450-NWRTR,1,United States,California,San Diego,92126,32.886925,-117.152162
6005-OBZPH,1,United States,California,San Diego,92126,32.886925,-117.152162
7932-WPTDS,1,United States,California,San Diego,92126,32.886925,-117.152162
7000-WCEVQ,1,United States,California,Wrightwood,92397,34.358321,-117.618263
5959-BELXA,1,United States,California,Yucaipa,92399,34.04597,-117.011825
2506-TNFCO,1,United States,California,Riverside,92509,34.004379,-117.447864
6060-DRTNL,1,United States,California,San Jacinto,92583,33.796568,-116.924723
8473-VUVJN,1,United States,California,Temecula,92590,33.475493,-117.219551
0196-VULGZ,1,United States,California,Irvine,92620,33.716136,-117.752574
1976-CFOCS,1,United States,California,Dana Point,92629,33.477923,-117.705314
4631-OACRM,1,United States,California,Lake Forest,92630,33.644849,-117.684254
3755-JBMNH,1,United States,California,Huntington Beach,92648,33.679659,-118.016195
6345-ULYRW,1,United States,California,Laguna Beach,92651,33.570023,-117.773669
0013-EXCHZ,1,United States,California,Camarillo,93010,34.227846,-119.079903
5550-VFRLC,1,United States,California,Moorpark,93021,34.312945,-118.858169
2657-ALMWY,1,United States,California,Simi Valley,93065,34.269449,-118.768471
6284-AHOOQ,1,United States,California,Avenal,93204,35.916943,-120.129921
2460-FPSYH,1,United States,California,Exeter,93221,36.301689,-119.018233
5028-HTLJB,1,United States,California,New Cuyama,93254,34.956577,-119.750142
0875-CABNR,1,United States,California,San Luis Obispo,93401,35.233745,-120.626442
6982-UQZLY,1,United States,California,Los Alamos,93440,34.758699,-120.275839
0193-ESZXP,1,United States,California,Oceano,93445,35.059695,-120.604741
4369-HTUIF,1,United States,California,Pismo Beach,93449,35.165668,-120.655842
5287-QWLKY,1,United States,California,Big Pine,93513,37.245505,-118.062943
1891-UAWWU,1,United States,California,Johannesburg,93528,35.363339,-117.637641
3096-JRDSO,1,United States,California,Fallbrook,92028,33.362575,-117.299644
2398-YPMUR,1,United States,California,Dinuba,93618,36.523619,-119.386868
1265-XTECC,1,United States,California,Madera,93638,37.004068,-119.930027
4871-JTKJF,1,United States,California,Selma,93662,36.545322,-119.642281
1415-YFWLT,1,United States,California,Shaver Lake,93664,37.223,-119.001021
3500-RMZLT,1,United States,California,Fresno,93702,36.739385,-119.753649
2642-DTVCO,1,United States,California,Chualar,93925,36.596271,-121.442274
