Customer ID,Count,Quarter,Customer Status,Churn Label,Churn Value,Churn Category,Churn Reason
3068-OMWZA,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4154-AQUGT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8017-LXHFA,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4248-QPAVC,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4690-LLKUA,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9490-DFPMD,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8580-AECUZ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5047-LHVLY,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8375-DKEBR,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7279-BUYWN,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7156-MHUGY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9606-PBKBQ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
3536-IQCTX,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3132-TVFDZ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8080-DDEMJ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
6702-OHFWR,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
4510-PYUSH,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8840-DQLGN,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4193-ORFCL,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7776-QWNFX,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
6689-TCZHQ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9497-QCMMS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3424-NMNBO,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4514-GFCFI,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8000-REIQB,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4795-KTRTH,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9961-JBNMK,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6179-GJPSO,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8290-YWKHZ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8051-HJRLT,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4021-RQSNY,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
9061-TIHDA,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8699-ASUFO,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4695-WJZUE,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3988-RQIXO,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
5931-FLJJF,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
3207-OYBWH,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7216-EWTRS,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2528-HFYZX,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4140-MUHUG,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
1587-FKLZB,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5440-FLBQG,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2774-LVQUS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4612-THJBS,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4094-NSEDU,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1846-XWOQN,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3757-NJYBX,1,Q3,Churned,Yes,1,Other,Moved
9898-KZQDZ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8263-JQAIK,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
2205-YMZZJ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1254-IZEYF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9221-OTIVJ,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
5908-QMGOE,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0397-GZBBC,1,Q3,Churned,Yes,1,Price,Price too high
7641-EUYET,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
8922-LIEGH,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of online support
8245-UMPYT,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
5186-SAMNZ,1,Q3,Churned,Yes,1,Price,Price too high
5373-SFODM,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0022-TCJCI,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
5130-IEKQT,1,Q3,Churned,Yes,1,Price,Price too high
3269-ATYWD,1,Q3,Churned,Yes,1,Other,Don't know
0354-WYROK,1,Q3,Churned,Yes,1,Other,Don't know
7576-OYWBN,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5539-TMZLF,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3336-JORSO,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6861-XWTWQ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4283-FUTGF,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
2397-BRLOM,1,Q3,Churned,Yes,1,Other,Don't know
8510-AWCXC,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8225-BTJAU,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1724-BQUHA,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4826-XTSOH,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2408-WITXK,1,Q3,Churned,Yes,1,Other,Deceased
2634-HCZGT,1,Q3,Churned,Yes,1,Other,Moved
7503-QQRVF,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0709-TVGUR,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3001-CBHLQ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4102-OQUPX,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3999-QGRJH,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
2454-RPBRZ,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
2265-CYWIV,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4550-VBOFE,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7409-KIUTL,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1732-VHUBQ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
0679-IDSTG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8802-UNOJF,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6313-GIDIT,1,Q3,Churned,Yes,1,Price,Price too high
2845-AFFTX,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
2815-CPTUL,1,Q3,Churned,Yes,1,Price,Price too high
1891-FZYSA,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9685-WKZGT,1,Q3,Churned,Yes,1,Price,Extra data charges
6022-UGGSO,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3923-CSIHK,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
3677-IYRBF,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8118-LSUEL,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
5277-ZLOOR,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4248-HCETZ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9174-FKWZE,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
5307-DZCVC,1,Q3,Churned,Yes,1,Price,Extra data charges
8679-JOEVF,1,Q3,Churned,Yes,1,Price,Price too high
4803-AXVYP,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
5649-ANRML,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
7395-IGJOS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7890-VYYWG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9907-SWKKF,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6397-JNZZG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7779-LGOVN,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
9710-ZUSHQ,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
3902-FOIGH,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3318-OSATS,1,Q3,Churned,Yes,1,Other,Don't know
2636-ALXXZ,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of online support
9885-CSMWE,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
8058-JMEQO,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7657-DYEPJ,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
8276-MQBYC,1,Q3,Churned,Yes,1,Price,Long distance charges
6015-VVHHE,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
2516-VQRRV,1,Q3,Churned,Yes,1,Price,Long distance charges
7580-UGXNC,1,Q3,Churned,Yes,1,Price,Extra data charges
5178-LMXOP,1,Q3,Churned,Yes,1,Price,Price too high
7056-IMHCC,1,Q3,Churned,Yes,1,Price,Price too high
8749-JMNKX,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
0917-EZOLA,1,Q3,Churned,Yes,1,Price,Extra data charges
8414-MYSHR,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4988-IQIGL,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4706-AXVKM,1,Q3,Churned,Yes,1,Price,Extra data charges
5889-JTMUL,1,Q3,Churned,Yes,1,Price,Price too high
9026-RNUJS,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
1624-NALOJ,1,Q3,Churned,Yes,1,Other,Moved
6210-KBBPI,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2260-USTRB,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
8623-TMRBY,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
6900-PXRMS,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3346-BRMIS,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
2722-JMONI,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
7579-OOPEC,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1771-OADNZ,1,Q3,Churned,Yes,1,Price,Extra data charges
0612-RTZZA,1,Q3,Churned,Yes,1,Price,Price too high
4433-JCGCG,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9488-HGMJH,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4818-QIUFN,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
6961-VCPMC,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
4424-TKOPW,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
4201-JMNGR,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
1866-RZZQS,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8631-NBHFZ,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
4958-XCBDQ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
8337-UPOAQ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6712-OAWRH,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
5914-DVBWJ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
8644-XLFBW,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
1833-VGRUM,1,Q3,Churned,Yes,1,Price,Price too high
8374-XGEJJ,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6946-LMSQS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4039-HEUNW,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
0812-WUPTB,1,Q3,Churned,Yes,1,Price,Long distance charges
2403-BCASL,1,Q3,Churned,Yes,1,Other,Don't know
3871-IKPYH,1,Q3,Churned,Yes,1,Other,Moved
1304-NECVQ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5655-JSMZM,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4505-EXZHB,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
8972-HJWNV,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2860-RANUS,1,Q3,Churned,Yes,1,Price,Price too high
0406-BPDVR,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
5276-KQWHG,1,Q3,Churned,Yes,1,Price,Extra data charges
9667-EQRXU,1,Q3,Churned,Yes,1,Other,Don't know
0946-CLJTI,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0324-BRPCJ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
9189-JWSHV,1,Q3,Churned,Yes,1,Price,Price too high
0576-WNXXC,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
5482-PLVPE,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4902-OHLSK,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0495-ZBNGW,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
2357-COQEK,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2034-CGRHZ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9360-AHGNL,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
5485-WUYWF,1,Q3,Churned,Yes,1,Price,Long distance charges
2632-UCGVD,1,Q3,Churned,Yes,1,Price,Extra data charges
6425-YQLLO,1,Q3,Churned,Yes,1,Other,Don't know
2091-RFFBA,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
6899-PPEEA,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4597-NUCQV,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
3754-DXMRT,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7130-VTEWQ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7903-CMPEY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1704-NRWYE,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7481-ATQQS,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0023-HGHWL,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1792-UXAFY,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
6161-UUUTA,1,Q3,Churned,Yes,1,Price,Price too high
6543-XRMYR,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
2479-BRAMR,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
3714-JTVOV,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8580-QVLOC,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2012-NWRPA,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8808-ELEHO,1,Q3,Churned,Yes,1,Price,Price too high
9058-CBREO,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
8063-GBATB,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1069-XAIEM,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6987-XQSJT,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0722-TROQR,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
6402-ZFPPI,1,Q3,Churned,Yes,1,Price,Price too high
9965-YOKZB,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
0504-HHAPI,1,Q3,Churned,Yes,1,Other,Don't know
3791-LGQCY,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8166-ZZTFS,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2956-GGUCQ,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2778-OCLGR,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7067-KSAZT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9300-AGZNL,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
1112-CUNAO,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
3389-YGYAI,1,Q3,Churned,Yes,1,Price,Price too high
3070-DVEYC,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
5707-ORNDZ,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
8696-JKZNU,1,Q3,Churned,Yes,1,Other,Don't know
2055-PDADH,1,Q3,Churned,Yes,1,Other,Don't know
2302-ANTDP,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
5233-GEEAX,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7137-RYLPP,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
3957-LXOLK,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
5281-BUZGT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2718-GAXQD,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3217-FZDMN,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7480-QNVZJ,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
7124-UGSUR,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1862-SKORY,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
4816-JBHOV,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
3247-ZVOUO,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
1268-ASBGA,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
4713-LZDRV,1,Q3,Churned,Yes,1,Price,Long distance charges
4325-NFSKC,1,Q3,Churned,Yes,1,Price,Extra data charges
6502-HCJTI,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
8258-GSTJK,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2995-UPRYS,1,Q3,Churned,Yes,1,Other,Moved
6686-YPGHK,1,Q3,Churned,Yes,1,Other,Moved
8020-BWHYL,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
6892-XPFPU,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
8010-EZLOU,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
8062-YBDOE,1,Q3,Churned,Yes,1,Other,Don't know
3672-YITQD,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8988-ECPJR,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3776-EKTKM,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
0643-OKLRP,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
9381-NDKME,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
8327-LZKAS,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
1075-BGWOH,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8485-GJCDN,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6029-WTIPC,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3317-HRTNN,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5569-OUICF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5747-PMBSQ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2982-IHMFT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5143-EGQFK,1,Q3,Churned,Yes,1,Other,Don't know
6168-WFVVF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7450-NWRTR,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6005-OBZPH,1,Q3,Churned,Yes,1,Other,Don't know
7932-WPTDS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7000-WCEVQ,1,Q3,Churned,Yes,1,Price,Long distance charges
