Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
1704-NRWYE,1,F,79,No,Yes,No,No,0
7481-ATQQS,1,F,76,No,Yes,No,No,0
0023-HGHWL,1,M,67,No,Yes,No,No,0
1792-UXAFY,1,F,80,No,Yes,No,No,0
6161-UUUTA,1,M,77,No,Yes,No,No,0
6543-XRMYR,1,F,73,No,Yes,No,No,0
2479-BRAMR,1,M,74,No,Yes,Yes,No,0
3714-JTVOV,1,F,76,No,Yes,Yes,No,0
8580-QVLOC,1,F,78,No,Yes,Yes,No,0
2012-NWRPA,1,F,78,No,Yes,Yes,No,0
8808-ELEHO,1,M,66,No,Yes,No,No,0
9058-CBREO,1,F,69,No,Yes,No,No,0
8063-GBATB,1,F,74,No,Yes,No,No,0
1069-XAIEM,1,F,68,No,Yes,No,No,0
6987-XQSJT,1,F,68,No,Yes,No,No,0
0722-TROQR,1,F,68,No,Yes,No,No,0
6402-ZFPPI,1,F,75,No,Yes,No,No,0
9965-YOKZB,1,M,73,No,Yes,No,No,0
0504-HHAPI,1,F,72,No,Yes,No,No,0
3791-LGQCY,1,F,68,No,Yes,Yes,No,0
8166-ZZTFS,1,F,74,No,Yes,Yes,No,0
2956-GGUCQ,1,M,71,No,Yes,Yes,No,0
2778-OCLGR,1,M,75,No,Yes,Yes,No,0
9300-AGZNL,1,M,76,No,Yes,No,No,0
1112-CUNAO,1,F,67,No,Yes,No,No,0
3389-YGYAI,1,F,79,No,Yes,No,No,0
3070-DVEYC,1,M,78,No,Yes,No,No,0
5707-ORNDZ,1,M,79,No,Yes,No,No,0
8696-JKZNU,1,F,78,No,Yes,No,No,0
2055-PDADH,1,F,71,No,Yes,No,No,0
2302-ANTDP,1,F,76,No,Yes,Yes,No,0
5233-GEEAX,1,M,65,No,Yes,No,No,0
7137-RYLPP,1,M,75,No,Yes,Yes,No,0
3957-LXOLK,1,F,75,No,Yes,No,No,0
5281-BUZGT,1,M,69,No,Yes,No,No,0
2718-GAXQD,1,F,68,No,Yes,Yes,Yes,3
3217-FZDMN,1,F,66,No,Yes,No,No,0
7480-QNVZJ,1,M,65,No,Yes,No,No,0
7124-UGSUR,1,F,77,No,Yes,Yes,No,0
1862-SKORY,1,F,66,No,Yes,Yes,No,0
4816-JBHOV,1,M,72,No,Yes,No,No,0
3247-ZVOUO,1,M,77,No,Yes,Yes,No,0
1268-ASBGA,1,F,66,No,Yes,Yes,No,0
4713-LZDRV,1,F,80,No,Yes,No,No,0
4325-NFSKC,1,M,68,No,Yes,No,No,0
6502-HCJTI,1,M,78,No,Yes,Yes,No,0
8258-GSTJK,1,M,74,No,Yes,No,No,0
2995-UPRYS,1,F,74,No,Yes,Yes,No,0
6686-YPGHK,1,M,65,No,Yes,No,No,0
8020-BWHYL,1,F,70,No,Yes,No,No,0
6892-XPFPU,1,M,70,No,Yes,Yes,No,0
8062-YBDOE,1,M,70,No,Yes,No,No,0
3672-YITQD,1,M,71,No,Yes,Yes,No,0
8988-ECPJR,1,F,79,No,Yes,Yes,No,0
3776-EKTKM,1,F,79,No,Yes,No,No,0
0643-OKLRP,1,F,73,No,Yes,Yes,No,0
9381-NDKME,1,F,74,No,Yes,Yes,No,0
8327-LZKAS,1,F,80,No,Yes,Yes,No,0
8485-GJCDN,1,F,71,No,Yes,No,No,0
6029-WTIPC,1,M,73,No,Yes,No,No,0
3317-HRTNN,1,F,79,No,Yes,No,No,0
5569-OUICF,1,F,67,No,Yes,Yes,No,0
5747-PMBSQ,1,M,72,No,Yes,Yes,No,0
2982-IHMFT,1,F,75,No,Yes,No,No,0
5143-EGQFK,1,F,76,No,Yes,No,No,0
6168-WFVVF,1,F,69,No,Yes,No,No,0
7450-NWRTR,1,M,76,No,Yes,No,No,0
6005-OBZPH,1,F,68,No,Yes,No,No,0
7932-WPTDS,1,F,77,No,Yes,Yes,No,0
7000-WCEVQ,1,F,67,No,Yes,No,No,0
5959-BELXA,1,M,67,No,Yes,No,No,0
2506-TNFCO,1,F,76,No,Yes,Yes,No,0
6060-DRTNL,1,F,66,No,Yes,No,No,0
8473-VUVJN,1,M,80,No,Yes,No,No,0
0196-VULGZ,1,F,78,No,Yes,Yes,No,0
1976-CFOCS,1,F,69,No,Yes,Yes,No,0
4631-OACRM,1,M,78,No,Yes,No,No,0
3755-JBMNH,1,M,78,No,Yes,Yes,No,0
6345-ULYRW,1,M,68,No,Yes,Yes,No,0
0013-EXCHZ,1,F,75,No,Yes,Yes,No,0
2657-ALMWY,1,F,65,No,Yes,Yes,No,0
6284-AHOOQ,1,M,71,No,Yes,No,No,0
2460-FPSYH,1,F,72,No,Yes,No,No,0
5028-HTLJB,1,M,69,No,Yes,No,No,0
0875-CABNR,1,F,70,No,Yes,No,No,0
6982-UQZLY,1,F,80,No,Yes,Yes,No,0
0193-ESZXP,1,F,73,No,Yes,Yes,No,0
4369-HTUIF,1,M,73,No,Yes,No,No,0
5287-QWLKY,1,M,79,No,Yes,Yes,No,0
1891-UAWWU,1,F,79,No,Yes,Yes,No,0
3096-JRDSO,1,F,73,No,Yes,Yes,No,0
2398-YPMUR,1,F,77,No,Yes,Yes,No,0
1265-XTECC,1,F,68,No,Yes,Yes,No,0
4871-JTKJF,1,F,70,No,Yes,No,No,0
1415-YFWLT,1,F,68,No,Yes,No,No,0
3500-RMZLT,1,F,76,No,Yes,No,No,0
2642-DTVCO,1,M,68,No,Yes,No,No,0
1363-TXLSL,1,M,80,No,Yes,Yes,No,0
7136-RVDTZ,1,M,79,No,Yes,No,No,0
6927-WTFIV,1,M,78,No,Yes,No,No,0
3398-ZOUAA,1,M,76,No,Yes,Yes,No,0
4844-JJWUY,1,F,65,No,Yes,No,No,0
4785-QRJHC,1,M,80,No,Yes,Yes,No,0
1965-AKTSX,1,F,65,No,Yes,No,No,0
7248-VZQLC,1,F,78,No,Yes,No,No,0
0011-IGKFF,1,M,78,No,Yes,Yes,No,0
6496-SLWHQ,1,M,68,No,Yes,No,No,0
9912-GVSEQ,1,F,73,No,Yes,Yes,No,0
5383-MMTWC,1,F,75,No,Yes,Yes,No,0
6877-LGWXO,1,M,66,No,Yes,Yes,No,0
5167-GBFRE,1,M,73,No,Yes,No,No,0
1324-NLTJE,1,F,73,No,Yes,No,No,0
5567-WSELE,1,M,70,No,Yes,Yes,No,0
6646-VRFOL,1,M,74,No,Yes,Yes,No,0
9090-SGQXL,1,M,70,No,Yes,Yes,No,0
6595-YGXIT,1,M,71,No,Yes,No,No,0
5649-TJHOV,1,M,68,No,Yes,Yes,No,0
9253-QXKBE,1,M,73,No,Yes,Yes,No,0
8775-LHDJH,1,F,77,No,Yes,Yes,No,0
3097-NQYSN,1,M,73,No,Yes,Yes,No,0
9190-MFJLN,1,M,65,No,Yes,No,No,0
1095-JUDTC,1,F,78,No,Yes,No,No,0
5385-SUIRI,1,M,69,No,Yes,Yes,No,0
6328-ZPBGN,1,F,67,No,Yes,No,No,0
2856-NNASM,1,M,74,No,Yes,No,No,0
6769-DYBQN,1,M,77,No,Yes,No,No,0
2446-BEGGB,1,F,79,No,Yes,No,No,0
1496-GGSUK,1,F,68,No,Yes,No,No,0
3296-SILRA,1,F,76,No,Yes,Yes,No,0
5180-UCIIQ,1,M,80,No,Yes,Yes,Yes,2
1977-STDKI,1,F,72,No,Yes,No,No,0
5813-UECBU,1,M,78,No,Yes,No,No,0
4342-HENTK,1,F,67,No,Yes,No,No,0
1597-LHYNC,1,F,74,No,Yes,No,No,0
8651-ENBZX,1,F,68,No,Yes,No,No,0
9286-DOJGF,1,F,66,No,Yes,Yes,No,0
9661-MHUMO,1,M,71,No,Yes,Yes,Yes,1
8884-ADFVN,1,M,65,No,Yes,Yes,No,0
9776-CLUJA,1,F,69,No,Yes,Yes,No,0
3551-HUAZH,1,M,68,No,Yes,No,No,0
8634-MPHTR,1,M,68,No,Yes,Yes,No,0
2474-BRUCM,1,M,76,No,Yes,Yes,No,0
0616-ATFGB,1,M,74,No,Yes,Yes,No,0
7235-NXZCP,1,M,79,No,Yes,No,No,0
6661-HBGWL,1,F,69,No,Yes,No,No,0
9317-WZPGV,1,F,74,No,Yes,No,No,0
3621-CEOVK,1,F,71,No,Yes,Yes,No,0
7632-MNYOY,1,M,69,No,Yes,No,No,0
9248-OJYKK,1,M,74,No,Yes,No,No,0
3398-FSHON,1,F,79,No,Yes,No,No,0
3319-DWOEP,1,M,69,No,Yes,Yes,No,0
0818-OCPZO,1,M,80,No,Yes,No,No,0
1389-CXMLU,1,M,65,No,Yes,No,No,0
5561-NWEVX,1,F,78,No,Yes,Yes,No,0
2272-QAGFO,1,F,75,No,Yes,No,No,0
3768-NLUBH,1,M,73,No,Yes,Yes,No,0
7359-SSBJK,1,F,80,No,Yes,No,No,0
0685-MLYYM,1,F,74,No,Yes,No,No,0
7957-RYHQD,1,F,65,No,Yes,No,No,0
6230-BSUXY,1,F,71,No,Yes,No,No,0
3990-QYKBE,1,M,74,No,Yes,Yes,No,0
9274-CNFMO,1,M,76,No,Yes,Yes,No,0
3005-NFMTA,1,M,73,No,Yes,No,No,0
5389-FFVKB,1,M,71,No,Yes,Yes,No,0
8444-WRIDW,1,F,72,No,Yes,No,No,0
5868-YWPDW,1,M,76,No,Yes,Yes,No,0
1273-MTETI,1,F,69,No,Yes,No,No,0
5480-HPRRX,1,F,80,No,Yes,No,No,0
7234-FECYN,1,F,78,No,Yes,No,No,0
1400-MMYXY,1,M,71,No,Yes,Yes,No,0
7142-HVGBG,1,M,73,No,Yes,Yes,No,0
1564-NTYXF,1,F,79,No,Yes,No,No,0
0886-QGENL,1,F,72,No,Yes,Yes,No,0
8739-WWKDU,1,M,69,No,Yes,No,No,0
8685-WHQPW,1,F,79,No,Yes,No,No,0
7240-FQLHE,1,F,68,No,Yes,Yes,No,0
6664-FPDAC,1,F,77,No,Yes,No,No,0
0786-VSSUD,1,M,68,No,Yes,No,No,0
6583-QGCSI,1,F,79,No,Yes,Yes,No,0
1980-KXVPM,1,F,68,No,Yes,No,No,0
6894-LFHLY,1,M,79,No,Yes,No,No,0
8361-LTMKD,1,M,75,No,Yes,Yes,No,0
3841-NFECX,1,F,69,No,Yes,Yes,No,0
4929-XIHVW,1,M,79,No,Yes,Yes,No,0
3413-BMNZE,1,M,71,No,Yes,No,No,0
8012-SOUDQ,1,F,65,No,Yes,No,No,0
6575-SUVOI,1,F,65,No,Yes,Yes,No,0
4667-QONEA,1,F,72,No,Yes,Yes,No,0
5067-XJQFU,1,M,77,No,Yes,Yes,No,0
1891-QRQSA,1,M,71,No,Yes,Yes,No,0
2673-CXQEU,1,F,73,No,Yes,No,No,0
0191-ZHSKZ,1,M,80,No,Yes,No,No,0
2424-WVHPL,1,M,79,No,Yes,No,No,0
5386-THSLQ,1,F,65,No,Yes,Yes,No,0
2639-UGMAZ,1,M,73,No,Yes,No,No,0
3146-MSEGF,1,F,71,No,Yes,Yes,No,0
1131-QQZEB,1,M,66,No,Yes,Yes,No,0
2504-DSHIH,1,M,66,No,Yes,Yes,No,0
9058-HRZSV,1,F,77,No,Yes,Yes,No,0
4522-AKYLR,1,F,68,No,Yes,No,No,0
0221-WMXNQ,1,M,66,No,Yes,No,No,0
5046-NUHWD,1,F,69,No,Yes,Yes,No,0
3197-ARFOY,1,F,67,No,Yes,No,No,0
4716-HHKQH,1,M,68,No,Yes,Yes,No,0
3179-GBRWV,1,M,79,No,Yes,Yes,No,0
4847-TAJYI,1,F,77,No,Yes,No,No,0
6851-WEFYX,1,M,73,No,Yes,Yes,No,0
3167-SNQPL,1,M,71,No,Yes,Yes,Yes,1
2799-ARNLO,1,F,67,No,Yes,Yes,No,0
5701-YVSVF,1,F,68,No,Yes,Yes,No,0
5697-GOMBF,1,F,75,No,Yes,Yes,Yes,3
2739-CACDQ,1,F,79,No,Yes,No,No,0
6035-BXTTY,1,F,69,No,Yes,No,No,0
0021-IKXGC,1,F,72,No,Yes,No,No,0
